label,text
Whitefly Infestation,"After checking the field, I observed sticky leaves The problem is visible on the leaves."
Mosaic Virus,The farmer noticed mottled foliage yesterday Plant growth is affected.
Mosaic Virus,There are clear signs of light and dark green patches The affected plant tips look unhealthy.
Stem Borer,Many plants in the field show insect tunnels inside stems The affected main branches are showing damage.
Leaf Curl,There are clear signs of leaves folding along the edges The symptoms are visible across several plants.
Whitefly Infestation,The crop appears to have leaf yellowing with whiteflies The affected leaf undersides are showing damage.
Whitefly Infestation,"After checking the field, I observed whitefly nymphs on leaf undersides The plant is losing vigor."
Leaf Curl,The crop is developing distorted foliage Farmers are concerned about the crop condition.
Sooty Mold,Field inspection revealed sticky leaves covered with dark mold The affected upper foliage are showing damage.
Sooty Mold,The crop shows sticky leaves covered with dark mold The problem is becoming more noticeable.
Leaf Curl,The plants currently have narrow distorted leaves The symptoms are visible across several plants.
Sooty Mold,I noticed sticky leaves covered with dark mold in the field Farmers are concerned about the crop condition.
Mosaic Virus,There are clear signs of uneven green coloration Farmers are concerned about the crop condition.
Late Blight,The crop appears to have large dark lesions on leaves Plant growth is affected.
Aphid Infestation,Several plants have small green insects on young leaves The symptoms are visible across several plants.
Root Rot,The main symptom is dark damaged roots The symptoms are visible across several plants.
Sooty Mold,Field inspection revealed dark mold covering plant surfaces The affected stems look unhealthy.
Late Blight,The field currently has plants with white fungal growth during humid weather Fruit quality is decreasing.
Damping Off,"After checking the field, I observed weak stems in young plants."
Mosaic Virus,The farmer reports vein clearing Plant growth is affected.
Whitefly Infestation,The main symptom is sticky leaves The symptoms are visible across several plants.
Stem Borer,The farmer noticed holes in stems yesterday The problem is visible on the central shoots.
Thrips Infestation,"After checking the field, I observed leaf curling with insects The plant is losing vigor."
Root Rot,The main symptom is mushy root tissue.
Bacterial Leaf Spot,A noticeable problem is irregular spots spreading across leaves The affected leaves look unhealthy.
Fungal Wilt,The crop condition includes yellowing foliage Wilting is becoming more severe.
Bacterial Wilt,The farmer reports green leaves drooping rapidly Affected plants may die suddenly.
Bacterial Wilt,The farmer reports vascular discoloration inside stems.
Mosaic Virus,I noticed mosaic markings on young leaves in the field The plant is losing vigor.
Fungal Wilt,The farmer noticed brown discoloration inside stems yesterday.
Whitefly Infestation,I can see sticky honeydew from insects on the crop The problem is visible on the leaf undersides.
Root Rot,The leaves or stems show plant wilting despite watering The plant is losing vigor.
Powdery Mildew,The affected crop has white growth on stems The affected leaves look unhealthy.
Leaf Blight,The plants are showing leaves becoming brittle.
Fusarium Wilt,"After checking the field, I observed slow decline of the plant The symptoms are visible across several plants."
Damping Off,"During inspection, I found water soaked seedling stems The nursery has many collapsed seedlings."
Nutrient Deficiency,"After checking the field, I observed stunted plants."
Sooty Mold,Recently the plants developed sooty appearance on foliage Affected leaves have reduced photosynthesis.
Bacterial Leaf Spot,The farmer reports dark brown spots on foliage Farmers are concerned about the crop condition.
Whitefly Infestation,"After checking the field, I observed sticky honeydew from insects The affected leaves look unhealthy."
Root Rot,The plants have started showing soft rotten roots The symptoms are visible across several plants.
Fruit Borer,The plants are showing webbing near fruit holes The affected fruit pulp are showing damage.
Leaf Blight,The plants have started showing large brown patches Infected foliage is becoming brittle.
Mosaic Virus,The main symptom is distorted leaves The crop has uneven coloration.
Mosaic Virus,The crop condition includes light and dark green patches The plant is losing vigor.
Nutrient Deficiency,Field inspection revealed yellow leaves The problem is visible on the older foliage.
Aphid Infestation,Field inspection revealed sticky honeydew on foliage The affected buds look unhealthy.
Downy Mildew,The plants have started showing gray fungal growth under leaves Farmers are concerned about the crop condition.
Leaf Curl,The field currently has plants with twisted shoots The crop is losing healthy foliage.
Thrips Infestation,There are clear signs of damaged flower petals The plant is losing vigor.
Powdery Mildew,There is an increasing problem with powder like substance on foliage The affected young shoots are showing damage.
Powdery Mildew,The crop is developing white fungal patches on upper leaves Plant growth is affected.
Leaf Curl,Field inspection revealed leaves curling upward The plant is losing vigor.
Bacterial Wilt,The main symptom is green leaves drooping rapidly The problem is visible on the whole plant.
Bacterial Leaf Spot,Several plants have irregular spots spreading across leaves The affected lower leaves are showing damage.
Bacterial Wilt,The plants have started showing leaves wilting without obvious dryness The plant is losing vigor.
Bacterial Wilt,Recently the plants developed rapid plant collapse.
Aphid Infestation,The leaves or stems show small insects sucking plant sap Plant growth is affected.
Fusarium Wilt,The leaves or stems show yellowing of older leaves.
Leaf Blight,The leaves or stems show large brown patches The problem is becoming more noticeable.
Powdery Mildew,The crop appears to have white growth on stems The problem is becoming more noticeable.
Nutrient Deficiency,The farmer reports older leaves turning yellow The symptoms are visible across several plants.
Fruit Borer,Many plants in the field show caterpillar inside the fruit Plant growth is affected.
Fusarium Wilt,The affected plants are showing yellowing of older leaves Plant growth is affected.
Powdery Mildew,Several plants have dusty layer on leaves The affected young shoots are showing damage.
Sooty Mold,The farmer reports black coating on leaves The problem is visible on the upper foliage.
